"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Administración General del Palacio Municipal","Concurso de Precios",5,2024,"Materiales para la obra de reparación y mantenimiento de Tanques de agua del palacio Municipal - D. G. de la Administración General del Palacio Municipal ","975.257,00",",00",",00","","13/05/2024","15/05/2024",0,,,,"Se ADJUDICA: por MEJOR PRECIOS los ITEMS 1, 2, 3, 6, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 22, 24, 25, 26, 27, Y 29  a MARSEB S.R.L  CUIT 30-71123422-1 por un TOTAL de $388.700,95; por MEJOR PRECIO los ITEMS 4, 7, 8, 15 y 28 y el ITEMS 23 por ÚNICA OFERTA Y PRECIO CORRIENTE EN PLAZA a MERLO, EMILIO FABIAN CUIT 23-31675959-9 por un TOTAL de $211.545,64; por MEJOR PRECIO los ITEMS 5 Y 21 a FERRETERÍA HEREÑU S.R.L CUIT 30-71444229-1 por un TOTAL de $31.932,60.- ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30376",
"Secretaría de Cultura y Educación","Concurso de Precios",7523,2024,"Provisión e instalación de un sistema de alarmas contra robo en Casa Vanzo dependiente de la Secretaría de Cultura y Educación","1.100.000,00",",00",",00","","13/05/2024","23/05/2024",232,,,,"Se adjudica el presente llamado a Concurso de Precios a DEMARCHI ELECTRÓNICA S.R.L, por mejor precio, por la suma total de $ 1.040.630.- (Pesos Un MIllón Cuarenta Mil Seiscientos Treinta). Se desestiman las ofertas de José Alberto Pool (titular de Coolpool) por no cumplir con los requisitos del Pliego de Condiciones Particulares y Generales y de HALT S.R.L. por verse condicionada su oferta respecto de los requisitos del mencionado pliego.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30384",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",25111,2024,"COMPRA DE ARTÍCULOS DE LIMPIEZA PARA LA DIRECCIÓN GENERAL DE INTERVENCIONES EMERGENTES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","5.698.248,70",",00",",00","","13/05/2024","16/05/2024",3013,,,,"a la  Firma : Amelong J. M por un valor de $4.946.041   Total Global por mejor precio","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30386",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",28418,2024,"COMPRA DE HORNO,COCINA Y BANCOS DE TRABAJO PARA LA DIRECCIÓN GENERAL DE INTERVENCIONES EMERGENTES ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","2.763.330,00",",00",",00","","13/05/2024","23/06/2024",3247,,,,"ítem 1: a la firma ROSARIO CONFORT S.R.L. por la suma de $369.000,00 c/u. Por única mejor precio.
ítem 2: a la firma ROSARIO CONFORT SRL por la suma de $1.310.000,00 c/u. Por mejor precio.
	ítem 3: a la firma TAMECAS SRL por la suma de $382.900,00 c/u. Por mejor precio.
ítem 4: a la firma TAMECAS SRL por la suma de $400.600,00 c/u. Por única propuesta y precio corriente en plaza. ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30389",
"Secretaría de Deporte y Turismo","Concurso de Precios",16,2024,"Adquisición de un tablero de basquetbol profesional para Plaza de Las Ciencias en el marco de los juegos ""CREAR 2024"" - Sec. de Deporte y Turismo ","924.440,00",",00",",00","","13/05/2024","16/04/2025",0,,,,"Se ADJUDICA por MEJOR PRECIO a Koatz Sergio (CUIT 20-14510857-9) por un monto total de $911.000.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30395",
"Dirección General de Fiscalización del Transporte","Concurso de Precios",31,2024,"Adquisición de determinaciones para Detección de Sustancias para la Dir, de Fiscalización del Transporte","2.133.008,76",",00",",00","","13/05/2024","30/05/2024",0,,,,"Se adjudica a IANUS S.A. por única Propuesta y precio corriente en plaza.-
Total Adjudicado: $1.887.600.-(Un millón ochocientos ochenta y siete mil seiscientos)
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30404",
"Hospital Intendente Gabriel Carrasco","Concurso de Precios",0,0,"Provisión de Inmunoglobulinas Inespecíficas","37.822.694,96",",00",",00","","13/05/2024","14/05/2024",848,,,,"Rosario, Cuna de la Bandera RESOLUCIÓN N° 000848 14/05/2024

Y VISTO: La nota de pedido, por la cual la Dirección Asociada Administrativa del Hospital I. Carrasco solicita se autorice la compra urgente de Inmunoglobulina Humana Normal a los proveedores Droguería Monumento S.A.; Muller Eduardo (Droguería Irondo), ya que dicho insumo se había quedado sin stock.

Y CONSIDERANDO: Que la Jefa de Farmacia del Hospital I. Carrasco, Farm. Evelina Puntorillo, solicita la compra de este medicamento, por necesidad y urgencia, a través del concurso de Precios N° 04-043/24.
                    Que de conformidad a la Ordenanza Nro. 10037 dictada en fecha 19 de marzo de 2020, que aprueba el Protocolo de Agilización de relaciones institucionales municipales en materia sanitaria, en su artículo cuarto,  y conforme a las facultades otorgadas por el artículo 11 de la L.O.M y el art 68 inc. a de la O.C  se autoriza al  Departamento Ejecutivo a efectuar por el plazo de 30 días la compra de los rubros de alimentos, medicamentos e insumos médicos que sean necesarios para la contención social y sanitaria de la población.
	 	         Que por lo tanto el órgano legislativo exime por razones de urgencia al Departamento Ejecutivo, de efectuar los procedimientos de compras, que por monto hubieran correspondido incorporar, según la Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el artículo 68 inc. a de la Ordenanza de Contabilidad.
                     Que, de acuerdo a la nota de referencia, la contratación directa se fundamenta en la importancia de garantizar el normal funcionamiento del Servicio de la Guardia del efector.
                     Que la Ordenanza 10037 fue prorrogada por 180 días por Ordenanza Nro: 10179/2021, prorrogada por la Ordenanza Nº 10312/2022, prorrogada por Ordenanza Nº10380/2022, prorrogada por Ordenanza Nº 10497/2023 y prorrogada por Ordenanza Nº10.557.

LA SECRETARÍA DE SALUD PÚBLICA RESUELVE

Art. 1°: ADJUDICASE el precitado Concurso de Precios en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIOs:
&#61553;	Eduardo Muller (Droguería Iriondo): Ítem 1; por un importe total de pesos de veinticuatro millones trescientos sesenta mil ($24.360.000.-).
&#61553;	Droguería Monumento S.A.: Ítem 2; por un importe total de pesos de doce millones seiscientos cuarenta y siete mil trescientos treinta y nueve con 68/100 ($12.647.339,68.-).

Art. 2º: EL GASTO que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera:
A la partida: 0.8042. 01. 08. 04. 00. 01. 01. 01. 02. 01. 02. 05. 02. 27 Inmunoglobulinas Inespecíficas, por un importe total de pesos de treinta y siete millones siete mil trescientos treinta y nueve con 68/100 ($37.007.339,68.-), del Presupuesto 2024, con estricto cumplimiento del Art. 55 de la ordenanza de contabilidad según corresponda.

Art. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30405",
"Hospital ""Dr. Roque Sáenz Peña""","Contratación Directa",0,0,"ANTIINFECCIOSOS - HRSP",",00",",00",",00","","13/05/2024","14/05/2024",840,,,,"RESOLUCIÓN Nro. :  000840
 Rosario, ?Cuna de la Bandera?,  (14 MAYO 2024)
VISTO 
           La  necesidad de efectuar adquisición  de medicamentos, insumos médicos, ,material descartable y elementos y servicios indispensables para la prestación del servicio de salud, en los efectores que integran la red de salud de esta Secretaria de Salud Pública, con el objeto de atender la URGENCIA para un paciente que se encuentra internado en el servicio de clínica, solicitada por el servicio de Farmacia y avalado por el servicio de infectología, la Dirección del Hospital y la Comisión de medicamentos, como único tratamiento posible por la característica de ser un germen multirresistente y con antibiograma dirigido a rescate microbiológico, realizando un pedido de cotización n.º 2424, tramitado para la adquisición de ANTIINFECCIOSOS.
Y CONSIDERANDO: 
            Que de conformidad a la Ordenanza Nro. 10586 dictada en fecha 18 de diciembre de 2023, que aprueba el Protocolo de Agilización de Relaciones Institucionales Municipales en Materia Social y Sanitaria y conforme facultades otorgadas por el artículo 11 de la L.O.M. y el art. 68 inc. a, de la O.C.  se autoriza al Departamento Ejecutivo a efectuar la contratación directa de los bienes y servicios que sean necesarios para la contención social, sanitaria y habitacional de la población, por el plazo de un año a contar a partir del 12 de marzo de 2024.
	Que por lo tanto el órgano legislativo exime por razones de urgencia al Departamento Ejecutivo de efectuar los procedimientos de compras, que por monto hubieran correspondido incoar según Ordenanza de Contabilidad y el Reglamento de compras vigentes, aplicando de esta forma el artículo 68 inc. a, de la Ordenanza de Contabilidad.
     Que no obstante esta autorización otorgada y a los fines de asegurar total transparencia y permitir la mayor participación se han efectuado invitaciones para obtener también las ofertas más convenientes.
Que efectuado el pedido de COTIZACIÓN N.º 2424 en el día 13 de MAYO de 2024, para la adquisición de ANTIINFECCIOSOS y habiéndose analizado las distintas ofertas presentadas en el Hospital Dr. Roque Saenz Peña dependiente de la Secretaria de Salud Pública y teniendo en cuenta los informes obrantes en el mencionado legajo considerando convenientes proveer al respecto: 
EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PÚBLICA
RESUELVE
                                 
Articulo 1°: ADJUDICASE El precitado Concurso de precios en la   forma   que   se      indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones:

ADJUDICATARIOS: 

    ? DROGUERÍA MONUMENTO SA, por un importe total de pesos SIETE MILLONES VEINTICUATRO MILLONES NOVECIENTOS TREINTA Y UN MIL NOVECIENTOS CUARENTA Y CUATRO CON 40/100 ($ 7.509.567,60-)
    ? GRUPO BOSCH SC, por un importe total de pesos UN MILLÓN SEISCIENTOS OCHENTA Y SEIS MIL ONCE CON 04/100 ($ 1.686.011,04)

Artículo 2°: EL GASTO: que demande el cumplimiento de la presente Resolución se imputará de la siguiente manera: A la partida 
      
Conv. 
Programático
Partida
Importe
Denominación
08054
1.08.05.0.02.01.15.2.1.02.05.02.26
$ 9.195.578,64
Antiinfecciosos vía excepción








 

La Cantidad de Pesos NUEVE MILLONES CIENTO NOVENTA Y CINCO MIL QUINIENTOS SETENTA Y OCHO CON 64/100 ($ 9.195.578,64.-) del Presupuesto Vigente. Con estricto cumplimiento del Art 55 de la Ordenanza de Contabilidad.    
     
Artículo 3º COPIAR, comunicar a quienes corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30487",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2028,2024,"RESMAS DE HOJA A4 Y OFICIO","5.700.000,00",",00","11.400,00","","14/05/2024","23/05/2024",922,,,,"RESOLUCIÓN Nº000922

Rosario,  ""Cuna de la Bandera""23/05/2024

VISTO el llamado a Licitación Privada Nº02-028/24 efectuado por el H.E.C.A. para la adquisición de ?RESMAS DE HOJAS A-4 Y OFICIO? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: PAPELERA CUMBRE S.A, en los ítems 1 Y 2 por un importe total de                    $ 5.638.078,50 (pesos cinco millones, seiscientos treinta y ocho mil setenta y ocho, con cincuenta centavos.).-

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:
A las siguientes partidas: 0.08024.1.08.02.0.1.01.01.2.1.02.03.02..00; 0.0824.1.08.02.0.2.01.15.2.1.02.03.02.00 o 0.08024.1.08.02.0.2.01.17.2.1.02.03.02.00 (RESMAS DE HOJAS A-4 Y OFICIO) la cantidad de $5.638.078,50 (pesos cinco millones, seiscientos treinta y ocho mil,  setenta y ocho, con cincuenta centavos) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3: COPIAR comunicar a quien corresponda y archivar.
 

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30298",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",2027,2024,"ROLLOS DE TOALLAS DESCARTABLES Y DE PAPEL HIGIENICO CON DISPENSER EN COMODATO.","18.489.600,00",",00","49.922,00","","14/05/2024","20/05/2024",889,,,," RESOLUCIÓN Nº 000889
ROSARIO, 20 de mayo de 2024 ?cuna de la bandera?

VISTO el llamado a Licitación Privada Nº 02-027/24 efectuado por el H.E.C.A. para la adquisición de ?ROLLOS DE TOALLAS DESCARTABLES Y DE PAPEL HIGIENICO CON DISPENSER EN COMODATO?, dependiente de la Secretaria de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE




ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-


ADJUDICATARIO:  PAPELERA CUMBRE S.A , en los ítems 1 y 2 por un importe total de $ 17.711.700,00 (pesos diecisiete millones setecientos once mil setecientos con 00/00)
 

     ART. 2 º: EL GASTO: que demande el cumplimiento de la presente Resolución deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable, de manera optativa a las siguientes partidas:  
0.08018.1.08.02.0.2.01.15.2.1.02.03.03.00;    0.08018.1.08.02.0.2.01.17.2.1.02.03.03.00;      0.08018.1.08.02.0.1.01.1.2.1.02.03.03.00 (ROLLOS DE TOALLAS DESCARTABLES Y DE PAPEL HIGIÉNICO CON DISPENSER EN COMODATO) la  cantidad de $ 17.711.700,00  ( pesos diecisiete millones setecientos once mil setecientos con 00/00) del presupuesto vigente y con estricto cumplimiento del Art. 55 de la Ordenanza de Contabilidad, según corresponda.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30306",
"Secretaría de Desarrollo Humano y Hábitat","Licitación Privada",11662,2024,"COMPRA DE MOBILIARIO PARA LA SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT","3.251.649,46","6.503,30",",00","","14/05/2024","23/05/2024",3244,,,,"Item 1: A la firma:DEFFATO, HECTOR MIGUEL por la suma de $290.000,00 c/u. Por mejor precio.     
Item 2: A la firma:DEFFATO, HECTOR MIGUEL por la suma de $249.000,00 c/u. Por única propuesta y precio corriente en plaza.   
Item 3: A la firma:DEFFATO, HECTOR MIGUEL por la suma de $159.000,00 c/u. Por mejor precio.   
Item 4: A la firma:DEFFATO, HECTOR MIGUEL por la suma de $159.000,00 c/u. Por mejor precio.   	","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30323",
"Secretaría de Desarrollo Humano y Hábitat","Licitación Privada",11952,2024,"COMPRA DE GALLINAS PONEDORAS BLANCAS PARA LA DIRECCIÓN DE ECONOMÍA POPULAR DEPENDIENTE DE LA SUBSECRETARÍA DE ECONOMÍA SOCIAL ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","2.660.000,00","5.320,00",",00","","14/05/2024","14/05/2024",0,,,,"DESIERTA","Desierta","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30334",
"APS (S.S.P.)","Licitación Privada",0,0,"ETS - SIDA","19.234.353,60",",00","38.469,00","","14/05/2024","29/05/2024",952,,,,"Rosario,  ""CUNA DE LA BANDERA""   29/05/2024

 VISTO el llamado a Licitación Privada Nº 11-061/24 efectuado por la DIRECCIÓN DE BIOQUÍMICA A dependiente de la Secretaría de Salud Pública para la adquisición de ETS - SIDA teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARÍA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.

ADJUDICATARIO:    ABBOTT LABORATORIES S.A. en el/los ítem/s  1  por un importe total de                $ 22.564.080,00  (pesos veintidós millones quinientos sesenta y cuatro mil ochenta con 00/100.-)

ART. 4º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de Liquidación de Haberes y Administrativo-Contable en forma optativa de la siguiente manera:

0.08013.1.08.11.0.2.1.14.2.1.02.05.02.09;   0.08013.1.08.11.0. 2.01.15.2.1.02.05.02.09; 0.08013.1.08.11.0. 2.01.17.2.1.02.05.02.09;    0.08013.1.08.11.0.1.01.01.2.1.02.05.02.09

 (OTROS SIN DISCRIMINAR) la cantidad de $ 22.564.080,00 (pesos veintidós millones quinientos sesenta y cuatro mil ochenta con 00/100.-) del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=30335",
