"Repartición Licitante","Tipo de Licitación","Nro. Expediente","Año Expediente","Objeto","Monto Oficial","Costo Pliego","Sellado","Observaciones","Fecha Apertura","Fecha Resolución","Nro. Resolución","Tipo de Norma","Nro de Norma","Año Norma","Resultado","Estado","Link",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"POLIETILENO BOLSAS Y BOBINAS","1.430.000,00",",00","2.860,00","","04/01/2023","17/01/2023",117,,,,"RESOLUCIÓN  Nº000117

Rosario, ""Cuna de la Bandera"" 17/ene/2023

VISTO el llamado a Licitación Privada Nº02-004/23 efectuado por el H.E.C.A. para la adquisición de ?POLIETILENO BOLSAS Y BOBINAS? , dependiente de la Secretaria de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE


ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: FASTER BAGS ECOLGY S.R.L., en el/los ítem/s 1,4y11 por un importe total de $ 309.750,00 (pesos trescientos nueve mil setecientos cincuenta)
ADJUDICATARIO: SECCO, LEONARDO OMAR, en el/los ítem/s 2,3,5,6,7,8,9y10 por un importe total de $ 1.187.850,00 (pesos un millon ciento ochenta y siete mil ochocientos cincuenta)

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:

A la partida: 0.08018.1.08.02.0.1.01.01.2.1.02.05.08.00 (Productos de material plástico) la cantidad de $ 1.497.600,00 (pesos un millon cuatrocientos noventa y siete mil seiscientos) del presupuesto vigente y con estricto cumplimiento del art 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.

","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26643",
"APS (S.S.P.)","Licitación Privada",0,0,"Artículos para Odontología. ","2.009.800,00","4.019,60",",00","","04/01/2023","13/01/2023",102,,,,"  ART. 1º: DECLARESE  DESIERTO:  ítem 1, 2, 3 y 12  sin ofertas.

          ART. 2º: DESESTIMASE: ítem 6, 7, 8, 9, 21 y 25  por superar el presupuesto oficial.
	ART. 3º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-
	ADJUDICATARIOS:  DISTRIBUIDORA MAS S.R.L.. ítem   4, 5, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 26, 27, 28,  29, 30, 31 por un importe total de pesos  un millón seiscientos ochenta y nueve mil ciento ochenta y seis  ($1.689.186,00).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26682",
"Secretaría de Desarrollo Humano y Hábitat","Concurso de Precios",78864,2022,"COMPRA DE ARTÍCULOS DE LIMPIEZA PARA LA DIRECCIÓN GENERAL DE INTEGRACIÓN COMUNITARIA ""SECRETARÍA DE DESARROLLO HUMANO Y HÁBITAT""","1.526.929,00",",00",",00","","04/01/2023","11/01/2023",52,,,,"	A la firma: AMELONG, JOSE MAURICIO por la suma de $1.629.172,55 Total Global. Por única propuesta y precio corriente en plaza.        ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26702",
"Secretaría de Control y Convivencia","Concurso de Precios",1,2023,"PROVISION DEL SERVICIO DE GRUA PARA LA DIRECCION GENERAL DE CONTROL URBANO ","393.250,00",",00",",00","","04/01/2023","25/01/2023",0,,,,"Se adjudica el Ítem 1 a Pablo Raúl Marzaz por única propuesta y precio corriente en plaza.
Total Adjudicado:$432.570 (Cuatrocientos treinta y dos mil quinientos setenta.-)
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26716",
"APS (S.S.P.)","Licitación Privada",0,0,"Mantenimiento Edilicio en los Centros de Salud.-","6.000.000,00","16.200,00",",00","","05/01/2023","17/01/2023",120,,,,"ART. 1º: DESETÍMESE: oferta de de Facundo Morielli en ítem 2 según artículo primero del pliego de Condiciones, resulta adjudicado en ítem1.-
ART. 2º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-
ADJUDICATARIO: FACUNDO ALBERTO MORIELLI ítem 1 (Área Norte) valor hora normal un mil quinientos cincuenta ($ 1.550,00) y valor hora extraordinaria pesos un mil setecientos cincuenta ($ 1.750,00), por un importe total de pesos tres millones ($ 3.000.000,00); GOZALBEZ, CARLOS JOSE ítem 2 (Área Sur) valor hora normal pesos un mil novecientos cincuenta ($ 1.950,00) y valor hora extraordinaria pesos dos mil ciento cincuenta ($ 2.150,00), por un importe total de pesos tres millones ($ 3.000.000,00).-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26618",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"INMUNOGLOBULINAS INESPECIFICAS ""Hosp. Vilela""","3.723.066,00",",00","10.052,28","","05/01/2023","20/01/2023",145,,,,"RESOLUCIÓN Nº: 000145
       ROSARIO, ? Cuna de la Bandera ? 20 ENE 2023
	Visto el llamado a Licitación Privada Nº:03-172/2022 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de INMUNOGLOBULINAS INESPECIFICAS, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: MACROPHARMA S.A. item 1, mejor precio, pesos cuatro millones novecientos doce mil quinientos sesenta y nueve c/00.- ($ 4.912.569,00.-).-
ART. 2º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.0.01.01.2.1.02.05.02.27 (Inmunoglobulinas Inespecificas), la cantidad de pesos cuatro millones novecientos doce mil quinientos sesenta y nueve c/00.- ($ 4.912.569,00.-).- Del ejercicio 2023.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26653",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"MEDICAMENTOS BAJO PROGRAMA - ANFOTERICINA B ""Hosp. Vilela""","3.159.000,00",",00","6.318,00","","05/01/2023","20/01/2023",144,,,,"RESOLUCIÓN Nº: 000144
       ROSARIO, ?Cuna de la Bandera?  20 ENE 2023
Visto el llamado a Licitación Privada Nº: 03-173/2022 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de MEDICAMENTOS BAJO PROGRAMAS dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
        
ART. 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DROGUERÍA KELLERHOFF S.A. item 1, mejor precio, pesos tres millones ochocientos sesenta y cuatro mil trescientos cincuenta y cinco c/00.- ($ 3.864.355,00.-).-  
ART. 2º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.1.01.01.2.1.02.05.02.22 (Medicamentos Bajo Programas), la cantidad de pesos tres millones ochocientos sesenta y cuatro mil trescientos cincuenta y cinco c/00.- ($ 3.864.355,00.-).- Del ejercicio 2023.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26654",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"DROGAS VÍAS AÉREAS Y AEROSOLES ""Hosp. Vilela""","1.853.150,80",",00","3.706,30","","05/01/2023","20/01/2023",146,,,,"RESOLUCIÓN Nº:   000146
       ROSARIO, ?Cuna de la Bandera?   20 ENE 2023
	Visto el llamado a Licitación Privada Nº:03-174/2022 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de DROGAS VIAS AEREAS Y AEROSOLES, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE
        
ART. 1º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DNM FARMA S.A. ítems 3 y 11, mejor precio, pesos un millón doscientos diecisiete mil doscientos nueve c/00.- ($ 1.2017.209,00.-); DROGUERÍA LÍDER S.R.L. ítem 5, mejor precio, pesos dieciséis mil cien c/00.- ($ 16.100,00.-); DROGUERÍA COMARSA, ítem 7, mejor precio, pesos noventa y dos mil cuatrocientos cuarenta cinco c/12.- ($ 92.445,12.-); NUEVA ERA ROSARIO S.R.L. ítems 1, 2, 4, 5, 6, 8, 9 y 10, mejor precio, pesos trescientos treinta y ocho mil ciento veintidós c/00.- ($ 338.122,00.-); DROGUERÍA 20 de JUNIO S.A. ítem 4, mejor precio, pesos diecisiete mil setenta y cinco c/00.- ($ 17.075,00.-).-
ART. 2º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.1.01.01.2.1.02.05.02.16 (Drogas Vías Aéreas y Aerosoles), la cantidad de pesos un millón seiscientos ochenta mil novecientos quince c/12.- ($ 1.680.951,12.-).- Del ejercicio 2023.-
ART. 3º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26655",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"HORMONALES ""Hosp. Vilela""","3.160.004,58",",00","6.320,01","","05/01/2023","20/01/2023",147,,,,"RESOLUCIÓN Nº: 000147
       ROSARIO, ?Cuna de la Bandera?   20 ENE 2023
	Visto el llamado a Licitación Privada Nº:03-175/2022 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de HORMONALES, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

Articulo 1°: SE DESESTIMA: ítem 1, por superar ampliamente el valor presupuestado en pliego.-
Articulo 2º: SE DECLARA DESIERTO: ítem 20.-
ART. 3º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: DROGUERÍA MONUMENTO S.A. ítem 12, mejor precio, pesos un millón quinientos sesenta y ocho mil novecientos treinta y ocho c/50.- ($ 1.568.938,50.-); DROGUERÍA KELLERHOFF S.A. ítems 3, 17 y 21, mejor precio, pesos docientos treinta y cinco mil quinientos cincuenta y uno c/60.- ($ 235.551,60.-); DROGUERÍA LÍDER S.R.L. ítems 9 y 10, mejor precio, pesos noventa y tres mil cuatrocientos cuarenta y ocho c/00.- ($ 93.448,00.-); DROGUERÍA COMARSA S.A. ítem 16, mejor precio, pesos once mil ochenta c/00.- ($ 11.080,00.-); NUEVA ERA ROSARIO S.R.L. ítems 2, 4, 5, 7, 14, 15 y 19, mejor precio, pesos cuatrocientos cincuenta y seis mil quinientos cuarenta c/00.- ($ 456.540,00.-); GRUPO BOSCH S.C. ítems 6, 13 y 18, mejor precio, ítem 11, única propuesta, pesos novecientos ochenta mil setecientos treinta ocho c/48.- ($ 980.738,48.-); DROGUERÍA 20 DE JUNIO S.A. ítem 8, mejor precio, pesos cincuenta y siete mil seiscientos c/00.- ($ 57.600,00.-).- 
ART. 4º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.1.01.01.2.1.02.05.02.02 (Hormonales), la cantidad de pesos tres millones cuatrocientos tres mil ochocientos noventa y seis c/58.- ($ 2.230.611,00.-).- Del ejercicio 2023.-
ART. 5º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26656",
"Hospital de Niños ""Víctor J. Vilela""","Licitación Privada",0,0,"PSICOFARMACOS Y ESTUPEFACIENTES ""Hosp. Vilela""","974.395,41",",00","1.948,79","","05/01/2023","25/01/2023",170,,,,"Resolución Nº: 000170
                                  ROSARIO, ?Cuna de la Bandera?  25 ENE 2023                              
	Visto la Resolución Nro 000142 de fecha 20 ENERO de 2023 dentro de la Licitación Privada Nro. 03-176/22 para la adquisición de PSICOFARMACOS UY ESTUPEFACIENTES.
Y Considerando que en dicho acto de adjudicación se cometió  un error involuntario  en el ART. 2º por el monto de la orden de compra de NUEVA ERA ROSARIO S.R.L..- 
Y siendo necesario proveer al respecto, procediéndose a la modificación de los Art. 2º y 3º de la Resolución Nro 000142  en el sentido indicado:
 
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º: RECTIFÍCASE: el art. 2 el Monto total NUEVA ERA ROSARIO S.R.L., por la cantidad de pesos doscientos veinte mil quinientos sesenrta y cinco c/50.- ($ 220.565,50.-); y el art. 3 el Monto total de la Licitación por la cantidad de pesos, un millon cincuenta y nueve mil ciento ochenta y dos c/80.- ($ 1.059.182,80.-).-
ART. 2º: COPIAR comunicar a quien corresponda y archivar.

RESOLUCIÓN Nº:   000142
       ROSARIO, ?Cuna de la Bandera? 20 ENE 2023 
	Visto el llamado a Licitación Privada Nº:03-176/2022 efectuado por  el Hospital de Niños Victor  J. Vilela, para la adquisición de PSICOFARMACOS Y ESTUPEFACIENTES, dependiente de la Secretaría de Salud Pública, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto;
EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

Articulo 1º: SE DESESTIMAN: ítem 19, una e las ofertas por superar el valor presupuestado en pliego, demás oferta el vencimiento ofrecido no se ajusta a los solicitados por pliego, ítem 20, por superar ampliamente valor presupuestado en pliego.-
ART. 2º ADJUDICASE: la precitada Licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-      
ADJUDICATARIOS: COMPAÑíA FARMACÉUTICA S.R.L. ítems 3, 16 y 17, mejor precio, pesos cuatrocientos sesenta y seis mil setescientos sesenta c/50.- ($ 466.760,50.-); DROGUERÍA KELLERHOFF S.A. ítemS 7, 8, 15 y 21, mejor precio, pesos ciento doce mil quinientos sesenta c/00.- ($ 112.560,00.-); DROGUERÏA LÍDER S.R.L ítems 5,, 10 y 14, mejor precio, pesos ciento cuarenta y seis mil trescientso setenta y cinco c/00.- ($ 146.375,00.-); DROGUERÍA COMARSA S.A. ítems 1 mejor precio, pesos dos mil doscientos sesenta y dos c/00.- ($ 2.262,00.-); NUEVA ERA ROSARIO S.R.L. items 2, 6, 11, 12, 13, 23 y 25, mejor precio, pesos doscientos veinte mil quinientos sesenta y cinco c/50.- ($ 220.565,50.-); GRUPO BOSCH S.C. ítems 4, 9, 18 y 22, mejor precio, pesos setenta y seis mil ciento cincuenta y nueve c/80.- ($ 76.159,80.-); DROGUERÍA 20 DE JUNIO S.A. ítem 24, mejor precio, pesos treinta y cuatro mil quinientos c/00.- ($ 34.500,00.-); .-
ART. 3º EL GASTO que demande el cumplimiento de la presente resolución se imputará de la siguiente manera:
A la partida: 0.08030.1.08.03.00.1.01.01.2.1.02.05.02.29 (Psicofarmacos y Estupefacientes), la cantidad de pesos un millón cincuenta y nueve mil ciento ochenta y dos c/80.- ($ 1.059.182,80.-).- Del ejercicio 2023.-
ART. 4º: COPIAR comunicar a quien corresponda y archivar.","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26657",
"Servicio Público de la Vivienda y el Hábitat","Licitación Privada",43,2022,"CARTUCHOS DE TINTA PARA EL SERVICIO PUBLICO DE LA VIVIENDA Y EL HABITAT","583.600,00",",00",",00","","05/01/2023","13/01/2023",48,,,,"Se adjudica a la firma JEANMCO S.R.L. para los ítems 1, 2, 3, 15, 16, 17 y 18, en la suma total de $166.706.-,  a  la  firma  STAHLI, GERMAN para los ítems 7, 8, 9, 11, 1 2, 13 y 14, en la suma total de $161.400.-,  a  la   firma   DIGITAL INSUMOS S.R.L. para los ítems 4, 5, 6 y 10, en la suma total de $ 117.360.-, a la firma EXTRANET COMUNICACIONES S.R.L. para el ítem 20, en la suma total de  Pesos $35.840.-, y  a  la  firma AUDIO LUZ S.R.L. para el ítem 19 Rebaja de Oferta en la suma total de$ 9.200.-
","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26674",
"Servicio Público de la Vivienda y el Hábitat","Concurso de Precios",23,2022,"BATERIA DE CALCIO PARA UPS","225.000,00",",00",",00","","05/01/2023","10/01/2023",40,,,,"Se adjudica a la firma GRUPO CONSULTAR S.R.L. ítem único en la suma total de $186.300.-","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26675",
"Hospital de Emergencias ""Dr. Clemente Álvarez""","Licitación Privada",0,0,"BIOMEDICOS HILOS Y SUTURAS","1.194.600,00",",00","2.390,00","","05/01/2023","17/01/2023",114,,,,"RESOLUCIÓN Nº000114

Rosario, ""Cuna de la Bandera"" 17/ene/2023


VISTO el llamado a Licitación Privada Nº02-005/23 efectuado por el H.E.C.A. para la adquisición de ?BIOMEDICOS HILOS Y SUTURAS? , dependiente de la Secretaria de Salud Publica, y teniendo en cuenta los informes obrantes en el mencionado legajo, considerando conveniente proveer al respecto:

EN USO DE SUS ATRIBUCIONES
LA SECRETARIA DE SALUD PUBLICA
RESUELVE

ART. 1º: ADJUDICASE: la precitada licitación en la forma que se indica seguidamente con estricto cumplimiento de las cláusulas contenidas en el Pliego de Bases y Condiciones propuestas por los mejores oferentes y demás constancias obrantes en dichas actuaciones.-

ADJUDICATARIO: IN OUT MEDICAL de MARIA CRISTINA KAIAL, en el/los ítem/s 4,5,19y20 por un importe total de   $ 302.400,00 (pesos trescientos dos mil cuatrocientos)
ADJUDICATARIO: CIRUGIA ARGENTINA S.A., en el/los ítem/s 7,8,12,13,14,15,16,17,18,21y22 por un importe total de   $ 564.366,00 (pesos quinientos sesenta y cuatro mil trescientos sesenta y seis)
ADJUDICATARIO: DROG. NEW DROG S.R.L., en el/los ítem/s 1,2,3y11 por un importe total de  $ 52.386,74 (pesos cincuenta y dos mil trescientos ochenta y seis con 74/oo)
ADJUDICATARIO: LABELEC de JORGE RIGONI, en el/los ítem/s 6 por un importe total de   $ 110.000,00, (pesos ciento diez mil)

ART. 2º: EL GASTO: que demande el cumplimiento de la presente resolución, deberá imputarse a los conceptos analíticos contenidos en el Clasificador por Objeto del Gasto vigente y a los clasificadores presupuestarios institucional, por fuente de financiamiento y por finalidad y función, de acuerdo a las relaciones de conversión definidas por el área responsable para los sistemas informáticos de  Liquidación de Haberes y Administrativo-Contable de la siguiente manera:
A las siguientes partidas en forma optativa: 0.08020.1.08.02.0.2.01.14.2.1.02.09.05.15; 0.08020.1.08.02.0.1.01.01.2.1.02.09.05.15; 0.08020.1.08.02.0.2.01.15.2.1.02.09.05.15 (BIOMEDICOS HILOS Y SUTURAS) la cantidad de $ 1.029.152,74 (pesos un millon veintinueve mil ciento cincuenta y dos con 74/oo)   del presupuesto vigente y con estricto cumplimiento del art. 55 de la Ordenanza de Contabilidad, según corresponda.-

ART. 3º: COPIAR comunicar a quien corresponda y archivar.
 ","Adjudicada","https://www.rosario.gob.ar/sitio/licitaciones/detalleLicitacion.do?id=26676",
